DateTimeUT,"FIES room WebSensor1 Temperature near ceiling","FIES room WebSensor1 Humidity","FIES room WebSensor1 Illumination","FIES front room WebSensor2 Temperature","FIES front room WebSensor2 Humidity","FIES front room WebSensor2 Illumination","FIES inside black box at rear","FIES room near ceiling and fan control","FIES under grating in tank","FIES front room","FIES below table girder","FIES above heater radiator","FIES inside black box centre","FIES above ceiling","FIES grating tank housing","FIES inside white box rear","FIES inside white box centre","FIES centre of table [inc. gnd]","FIES ceiling near instrument (Aarhus 1)","FIES inside black box (Aarhus 2)","FIES Inside white box under dewar (Aarhus 3)","FIES Detector temperature","FIES Dewar temperature","FIES Detector pressure","FIES Atmospheric Pressure","FIES grating tank pressure"
"2020-05-29 13:18:20",20.2,31.9,0,18.1,33.7,0.4,20.057,19.704,20.466,17.699,19.211,23.405,20.349,17.751,20.594,19.917,20.549,20.427,20.63,20.76,21.4,-119.99,-176.19,1.18e-06,772.622,768.652
"2020-05-29 13:19:20",20.3,31.9,0,18.2,33.6,0.4,20.057,19.686,20.466,17.73,19.212,23.369,20.349,17.758,20.594,20.017,20.545,20.427,20.66,20.74,21.35,-120,-176.17,1.18e-06,772.599,768.654
"2020-05-29 13:20:19",20.3,31.9,0,18.2,33.5,0.4,20.058,19.722,20.466,17.734,19.211,23.644,20.349,17.75,20.594,19.993,20.541,20.427,20.63,20.74,21.37,-119.99,-176.18,1.18e-06,772.587,768.654
"2020-05-29 13:21:19",20.3,31.9,0,18.3,33.4,0.4,20.058,19.711,20.466,17.752,19.211,23.802,20.349,17.737,20.595,20.044,20.548,20.427,20.66,20.76,21.37,-120.02,-176.18,1.18e-06,772.579,768.654
"2020-05-29 13:22:20",20.2,31.9,0,18,33.8,0.4,20.058,19.702,20.466,17.657,19.212,23.615,20.35,17.741,20.594,20.042,20.547,20.426,20.65,20.75,21.36,-120,-176.19,1.18e-06,772.59,768.653
"2020-05-29 13:23:20",20.2,31.9,0,17.8,34.1,0.4,20.058,19.701,20.466,17.622,19.212,23.496,20.35,17.76,20.595,19.951,20.551,20.427,20.64,20.75,21.38,-120,-176.19,1.18e-06,772.588,768.653
"2020-05-29 13:24:20",20.3,31.9,0,17.8,34.2,0.4,20.059,19.689,20.466,17.622,19.211,23.736,20.35,17.75,20.594,19.924,20.564,20.428,20.63,20.74,21.38,-119.99,-176.19,1.18e-06,772.607,768.655
"2020-05-29 13:25:20",20.2,31.9,0,17.9,34,0.4,20.059,19.719,20.466,17.677,19.211,23.729,20.35,17.765,20.594,20.07,20.555,20.427,20.63,20.74,21.33,-120.01,-176.19,1.18e-06,772.569,768.654
"2020-05-29 13:26:19",20.2,31.9,0,18.1,33.9,0.4,20.059,19.698,20.466,17.724,19.211,23.456,20.35,17.781,20.594,20.144,20.556,20.427,20.66,20.78,21.38,-119.98,-176.19,1.18e-06,772.558,768.653
"2020-05-29 13:27:20",20.3,31.9,0,18.2,33.6,0.4,20.059,19.72,20.466,17.721,19.211,23.86,20.35,17.787,20.594,19.971,20.558,20.427,20.66,20.77,21.33,-120,-176.19,1.18e-06,772.545,768.653
"2020-05-29 13:28:20",20.3,31.9,0,18.3,33.3,0.4,20.059,19.71,20.466,17.722,19.211,23.547,20.351,17.806,20.594,20.089,20.559,20.427,20.65,20.76,21.35,-119.98,-176.19,1.18e-06,772.568,768.655
"2020-05-29 13:29:19",20.3,31.9,0,18.3,33.3,0.4,20.06,19.71,20.466,17.711,19.21,23.851,20.351,17.802,20.594,20.128,20.558,20.427,20.66,20.74,21.45,-120,-176.2,1.18e-06,772.578,768.654
"2020-05-29 13:30:20",20.3,31.9,0,18.1,33.7,0.4,20.06,19.735,20.466,17.63,19.211,23.601,20.352,17.788,20.594,20.154,20.545,20.426,20.65,,21.33,-120,-176.19,1.18e-06,772.553,768.655
"2020-05-29 13:31:20",20.2,31.9,0,17.9,34,0.4,20.06,19.714,20.466,17.599,19.211,23.698,20.352,17.77,20.594,20.116,20.536,20.426,20.67,20.74,21.36,-120,-176.21,1.18e-06,772.56,768.653
"2020-05-29 13:32:20",20.3,31.9,0,17.8,34.2,0.4,20.06,19.692,20.466,17.619,19.211,23.885,20.352,17.754,20.595,20.133,20.532,20.426,20.64,20.75,21.35,-120.01,-176.19,1.18e-06,772.504,768.654
"2020-05-29 13:33:20",20.2,31.9,0,18,33.8,0.4,20.06,19.736,20.466,17.68,19.21,23.955,20.352,17.779,20.594,20.118,20.534,20.426,20.69,20.75,21.39,-119.99,-176.2,1.18e-06,772.545,768.654
"2020-05-29 13:34:19",20.3,31.9,0,18.2,33.6,0.4,20.06,19.697,20.466,17.735,19.21,23.886,20.353,17.808,20.594,20.11,20.544,20.426,20.64,20.72,21.37,-120.03,-176.2,1.18e-06,772.521,768.652
"2020-05-29 13:35:20",20.3,31.9,0,18.3,33.5,0.4,20.06,19.704,20.466,17.737,19.21,23.586,20.353,17.787,20.594,20.062,20.542,20.426,20.64,20.77,21.37,-120,-176.15,1.18e-06,772.505,768.654
"2020-05-29 13:36:20",20.3,31.9,0,18.3,33.5,0.4,20.06,19.74,20.466,17.746,19.21,23.971,20.353,17.781,20.594,20.015,20.546,20.426,20.63,20.74,21.42,-120.01,-176.17,1.18e-06,772.482,768.653
"2020-05-29 13:37:19",20.3,31.9,0,18.2,33.5,0.4,20.06,19.713,20.466,17.676,19.21,23.674,20.353,17.793,20.594,20.123,20.543,20.426,20.66,20.79,21.38,-119.99,-176.16,1.18e-06,772.455,768.653
"2020-05-29 13:38:20",20.3,31.9,0,18,33.8,0.4,20.06,19.701,20.466,17.628,19.209,23.647,20.354,17.796,20.594,20.053,20.549,20.426,20.65,20.75,21.38,-120,-176.18,1.18e-06,772.471,768.653
